"figure_id","page_url","component_type","source_data_file","caption_text"
"fig-quantum-quality-bifurcation","/chapters/quantum-computing/","PWLineChart","quantum/quantum_entrant_incumbent.json; quantum/quantum_strategies.json; quantum/quantum_top_inventors.json","Top decile computed relative to all utility patents in the same grant year and primary CPC section. Rising share indicates domain quality outpacing the system; falling share indicates dilution."
"fig-quantum-patents-team-comparison","/chapters/quantum-computing/","PWLineChart","quantum/quantum_strategies.json; quantum/quantum_team_comparison.json","Average number of inventors per patent for quantum computing versus non-quantum utility patents. The data indicate that quantum patents have generally involved larger teams in recent years, though the gap has narrowed to near-zero by 2023-2025."
"fig-quantum-patents-assignee-type","/chapters/quantum-computing/","PWAreaChart","quantum/quantum_quality.json; quantum/quantum_team_comparison.json","Distribution of quantum computing patent assignees by type over time. Corporate assignees account for over 98% of quantum patents, with government entities and individual inventors making up the remainder."
"fig-quantum-patents-diffusion","/chapters/quantum-computing/","PWLineChart","quantum/quantum_org_over_time.json","Percentage of quantum computing patents that also carry CPC codes from each non-quantum section. Rising lines indicate quantum technology diffusing into that sector. The co-occurrence with Electricity (H) reflects quantum hardware's deep ties to e..."
"fig-quantum-cr4","/chapters/quantum-computing/","PWLineChart","","CR4 computed as the sum of the top 4 organizations' annual patent counts divided by total quantum patents. The extremely high early concentration reflects the field's origin in a handful of corporate and government research labs. The decline to 28..."
"fig-quantum-entropy","/chapters/quantum-computing/","PWLineChart","","Normalized Shannon entropy (H/ln(N)) ranges from 0 (all activity in one subfield) to 1 (perfectly even distribution). The increase from 0.78 to 0.95 indicates a shift from predominantly physical realizations to a balanced distribution across quant..."
"fig-quantum-velocity","/chapters/quantum-computing/","PWBarChart","","Mean patents per active year for top quantum organizations grouped by entry decade. Only cohorts with three or more organizations are shown. The 1990s cohort (2 organizations: IBM and MIT) does not meet the minimum threshold and is excluded, thoug..."
"fig-quantum-filing-vs-grant","/chapters/quantum-computing/","PWLineChart","","Quantum computing exhibits rapid recent growth in both filings and grants, though from a very small base. The filing-to-grant lag reflects both the technical complexity of quantum patent examination and the rapid expansion of filings after 2017. G..."
"fig-semi-patents-annual-count","/chapters/semiconductors/","PWLineChart","semiconductors/semi_per_year.json","Annual count and share of utility patents classified under semiconductor-related CPC codes (H01L), 1976-2025. H01L is one of the most heavily used CPC classes in the entire patent system, corresponding to the substantial R&D investment required to..."
"fig-semi-patents-share","/chapters/semiconductors/","PWLineChart","semiconductors/semi_per_year.json","Percentage of all utility patents classified under semiconductor-related CPC codes. Changes in this share reflect the relative pace of semiconductor innovation compared to the broader patent system, including periods of expansion associated with n..."
"fig-semi-entrant-incumbent","/chapters/semiconductors/","PWAreaChart","","Entrants are assignees filing their first semiconductor patent in a given year. Incumbents had at least one prior-year patent. Grant year shown."
"fig-semi-patents-subfields","/chapters/semiconductors/","PWAreaChart","","Patent counts by semiconductor subfield over time, based on CPC classifications within H01L. Manufacturing processes and semiconductor devices have historically dominated, while organic semiconductors and packaging and interconnects have grown sub..."
"fig-semi-patents-top-assignees","/chapters/semiconductors/","PWBarChart","","Organizations ranked by total semiconductor-related patents, 1976-2025. The data reveal a mix of East Asian and US-based firms at the top, with integrated device manufacturers, pure-play foundries, and fabless design houses all represented."
"fig-semi-patents-org-rankings","/chapters/semiconductors/","PWRankHeatmap","","Annual ranking of the top 15 organizations by semiconductor patent grants, 1990-2025. Darker cells indicate higher rank (more patents). The data reveal the rise of East Asian firms, particularly Samsung and TSMC, alongside the sustained presence o..."
"fig-semi-patents-top-inventors","/chapters/semiconductors/","PWBarChart","semiconductors/semi_assignee_type.json; semiconductors/semi_geography.json","Primary inventors ranked by total semiconductor-related patents, 1976-2025. The distribution exhibits pronounced skewness, with a small number of highly productive individuals accounting for a disproportionate share of total semiconductor patent o..."
"fig-semi-patents-by-country","/chapters/semiconductors/","PWBarChart","semiconductors/semi_top_inventors.json","Countries ranked by total semiconductor-related patents based on primary inventor location. The geographic distribution closely mirrors the location of major fabrication facilities, with the United States, Japan, South Korea, and Taiwan dominating."
"fig-semi-patents-by-state","/chapters/semiconductors/","PWBarChart","semiconductors/semi_top_inventors.json","US states ranked by total semiconductor-related patents based on primary inventor location. The distribution reflects the location of major fabrication facilities (Oregon, Arizona, Texas) and design centers (California), as well as corporate headq..."
"fig-semi-patents-quality","/chapters/semiconductors/","PWLineChart","semiconductors/semi_entrant_incumbent.json; semiconductors/semi_geography.json","Average claims, backward citations, and technology scope for semiconductor-related patents by year. The rise-and-fall pattern in backward citations — peaking around 2012 before declining — alongside modest increases in technology scope suggest tha..."
"fig-semi-quality-bifurcation","/chapters/semiconductors/","PWLineChart","semiconductors/semi_entrant_incumbent.json; semiconductors/semi_geography.json","Top decile computed relative to all utility patents in the same grant year and primary CPC section. Rising share indicates domain quality outpacing the system; falling share indicates dilution."
"fig-semi-patents-team-comparison","/chapters/semiconductors/","PWLineChart","","Average number of inventors per patent for semiconductor-related versus non-semiconductor utility patents, 1976-2025. The data indicate that semiconductor patents consistently involve larger teams, reflecting the collaborative, multidisciplinary n..."
"fig-semi-patents-assignee-type","/chapters/semiconductors/","PWAreaChart","","Distribution of semiconductor patent assignees by type (corporate, university, government, individual) over time. The data reveal that corporate assignees account for the vast majority of semiconductor patents, consistent with the substantial capi..."
"fig-semi-patents-diffusion","/chapters/semiconductors/","PWLineChart","","Percentage of semiconductor patents that also carry CPC codes from other sections. Rising lines indicate growing integration of semiconductor technology with that sector. The pattern reflects the foundational role of semiconductors in enabling inn..."
"fig-semi-cr4","/chapters/semiconductors/","PWLineChart","","CR4 computed as the sum of the top 4 organizations' annual patent counts divided by total semiconductor patents. Unlike most ACT 6 domains where concentration declined, semiconductors show sustained consolidation, led by Samsung, TSMC, and other E..."
"fig-semi-entropy","/chapters/semiconductors/","PWLineChart","","Normalized Shannon entropy (H/ln(N)) ranges from 0 (all activity in one subfield) to 1 (perfectly even distribution). The consistently high values indicate that semiconductor innovation has been broadly distributed across manufacturing processes, ..."
"fig-semi-velocity","/chapters/semiconductors/","PWBarChart","","Mean patents per active year for top semiconductor organizations grouped by entry decade. The 1990s cohort's peak velocity reflects the rapid scaling of Samsung, TSMC, and other East Asian firms that entered semiconductor patenting during the DRAM..."
"fig-semi-filing-vs-grant","/chapters/semiconductors/","PWLineChart","","Semiconductors exhibit the tightest filing-to-grant alignment among large ACT 6 domains, with filing and grant peaks separated by only one year. The alignment reflects the mature and well-established examination processes for semiconductor patents..."
"fig-space-annual-count","/chapters/space-technology/","PWLineChart","space/space_per_year.json","Annual count and share of utility patents classified under space technology CPC codes, 1976-2025. After a decline in the late 2000s, the most prominent pattern is the acceleration beginning around 2015, coinciding with the maturation of commercial..."
"fig-space-share","/chapters/space-technology/","PWLineChart","space/space_per_year.json","Percentage of all utility patents classified under space technology CPC codes. The upward trend indicates that space patenting growth is not merely tracking overall patent growth but represents a genuine reallocation of inventive effort toward orb..."
"fig-space-entrant-incumbent","/chapters/space-technology/","PWAreaChart","","Entrants are assignees filing their first space technology patent in a given year. Incumbents had at least one prior-year patent. Grant year shown."
"fig-space-subfields","/chapters/space-technology/","PWAreaChart","","Patent counts by space technology subfield over time, based on CPC classifications. The data reveal that space communications and other spacecraft categories have driven recent growth, followed by propulsion systems, reflecting the economic import..."
"fig-space-top-assignees","/chapters/space-technology/","PWBarChart","","Organizations ranked by total space-related patents, 1976-2025. The data indicate a concentration among traditional aerospace and defense contractors, though commercial space entrants have been scaling their portfolios in recent years."
"fig-space-org-rankings","/chapters/space-technology/","PWRankHeatmap","","Annual ranking of the top 15 organizations by space patent grants, 2000-2025. Darker cells indicate higher rank (more patents). The data reveal the entry of new competitors alongside traditional defense contractors, reflecting the broadening comme..."
"fig-space-top-inventors","/chapters/space-technology/","PWBarChart","space/space_assignee_type.json; space/space_geography.json","Primary inventors ranked by total space-related patents, 1976-2025. The distribution exhibits pronounced skewness, with a small number of highly productive individuals accounting for a disproportionate share of total space patent output."
"fig-space-by-country","/chapters/space-technology/","PWBarChart","space/space_top_assignees.json","Countries ranked by total space-related patents based on primary inventor location. The United States maintains a substantial lead, with significant contributions from France, Japan, and Germany reflecting their national space agencies and aerospa..."
"fig-space-by-state","/chapters/space-technology/","PWBarChart","space/space_top_assignees.json","US states ranked by total space-related patents based on primary inventor location. California leads by a wide margin, followed by Maryland -- home to major defense contractors and NASA's Goddard Space Flight Center. Arizona, Washington, and Texas..."
"fig-space-quality","/chapters/space-technology/","PWLineChart","space/space_entrant_incumbent.json; space/space_top_inventors.json","Average claims, backward citations, and technology scope for space-related patents by year. The upward trend in technology scope suggests that space patents are becoming increasingly interdisciplinary, spanning electronics, materials science, and ..."
"fig-space-quality-bifurcation","/chapters/space-technology/","PWLineChart","space/space_entrant_incumbent.json; space/space_top_inventors.json","Top decile computed relative to all utility patents in the same grant year and primary CPC section. Rising share indicates domain quality outpacing the system; falling share indicates dilution."
"fig-space-diffusion","/chapters/space-technology/","PWLineChart","space/space_org_over_time.json","Percentage of space patents that also carry CPC codes from each non-space CPC section. Rising lines indicate space technology diffusing into that sector. The most notable pattern is the increasing co-occurrence with Electricity (Section H) and Phy..."
"fig-space-team-comparison","/chapters/space-technology/","PWLineChart","space/space_strategies.json","Average number of inventors per patent for space-related versus non-space utility patents, 1976-2025. Space patents historically involved smaller teams than non-space patents for most of this period, with convergence occurring only in recent years..."
"fig-space-assignee-type","/chapters/space-technology/","PWAreaChart","space/space_diffusion.json; space/space_quality.json","Distribution of space patent assignees by type (corporate, university, government, individual) over time. The data reveal that the corporate share has intensified as commercial space companies have expanded their R&D activities, while government-a..."
"fig-space-cr4","/chapters/space-technology/","PWLineChart","","CR4 computed as the sum of the top 4 organizations' annual patent counts divided by total space patents. The wide fluctuation reflects structural shifts: early government-funded concentration, a fragmented middle period, and recent reconsolidation..."
"fig-space-entropy","/chapters/space-technology/","PWLineChart","","Normalized Shannon entropy (H/ln(N)) ranges from 0 (all activity in one subfield) to 1 (perfectly even distribution). The fluctuation reflects shifting emphasis: early diversity across communications, propulsion, and guidance gave way to increasin..."
"fig-space-velocity","/chapters/space-technology/","PWBarChart","","Mean patents per active year for top space organizations grouped by entry decade. Unlike domains where velocity increased substantially for later entrants, space technology shows relatively stable per-year patenting rates, reflecting the domain's ..."
"fig-space-filing-vs-grant","/chapters/space-technology/","PWLineChart","","Space technology filings peaked in 2020, coinciding with the commercial space investment boom (SpaceX, Blue Origin, satellite mega-constellations). Grants continued rising through 2024, reflecting the processing of this filing surge. The growing g..."
"fig-cross-field-convergence-matrix","/chapters/system-convergence/","PWConvergenceMatrix","chapter10/convergence_near_far.json; chapter7/cross_domain.json","The figure displays the percentage of multi-section patents that span each pair of CPC sections, by era. The G-H (Physics-Electricity) pair consistently dominates convergence, and its share has increased substantially in the 2011-2025 period as di..."
"fig-patent-quality-cross-domain","/chapters/system-convergence/","PWAreaChart","chapter7/cross_domain.json","The figure presents the number of patents classified in a single CPC section, two sections, or three or more sections (excluding Y), displayed as a stacked area. The proportion of patents spanning multiple sections has increased over time, with th..."
"fig-convergence-decomposition","/chapters/system-convergence/","PWLineChart","chapter10/convergence_matrix.json","The left axis shows the overall multi-section patent rate over time, while the right axis decomposes the year-over-year change into within-firm and between-firm components. The within-firm component consistently exceeds the between-firm component,..."
"fig-convergence-near-far","/chapters/system-convergence/","PWLineChart","chapter10/convergence_decomposition.json","The figure tracks the share of multi-section patents classified as near-field (spanning closely related CPC sections) versus far-field (spanning distant or traditionally unrelated sections). While near-field convergence accounts for the majority o..."
"fig-convergence-top-assignees","/chapters/system-convergence/","PWLineChart","chapter10/convergence_top_assignees.json","The figure tracks the annual volume of multi-section patents filed by the top five assignees ranked by cumulative multi-section patent count. The trajectories reveal which organizations have most aggressively expanded their technological breadth o..."
"fig-interdisciplinarity-composite","/chapters/system-convergence/","PWLineChart","chapter10/convergence_top_assignees.json","Interdisciplinarity Has Increased Substantially Since 2014"
"fig-convergence-cpc-vs-ipc","/chapters/system-convergence/","PWLineChart","chapter10/interdisciplinarity_unified.json","The CPC multi-section rate (solid) and IPC multi-section rate (dashed) both show sustained increases over time, though at different absolute levels due to differences in classification granularity and coverage. The IPC series shows a gap during 20..."
"fig-language-innovation-topic-prevalence","/chapters/system-language/","PWAreaChart","chapter12/topic_definitions.json","Share of patents belonging to each of 25 NMF-derived topics, 1976–2025, sorted by total patent count. The most prominent trend is the expansion of computing, semiconductor, and communications topics, which grew from 12% to 33% of the total."
"fig-language-innovation-umap","/chapters/system-language/","PWScatterChart","chapter12/topic_prevalence.json","5,000 patents projected into 2D via UMAP on TF-IDF vectors (200 per topic, stratified). Each point represents one patent, colored by dominant topic. UMAP axes are unitless projections — only the relative distances between points are meaningful, no..."
"fig-language-innovation-topic-cpc","/chapters/system-language/","PWBarChart","","Share (%) of patents in each CPC section belonging to each of the top 8 topics, ordered A through H. The most notable pattern is that computing and data-processing topics appear across nearly all sections, suggesting that digital technology has be..."
"fig-language-innovation-novelty","/chapters/system-language/","PWLineChart","chapter12/topic_cpc_matrix.json","Median and average Shannon entropy of patent topic distributions by year; higher entropy indicates more thematically diverse patents. The upward trend since the late 1980s suggests that modern inventions increasingly combine ideas from multiple te..."
"fig-innovation-landscape-annual-grants","/chapters/system-patent-count/","PWAreaChart","chapter1/patents_per_year.json","Annual patent grants by type, 1976–2025. Utility patents, which protect novel inventions and processes, account for over 90% of all grants. Design patents, covering ornamental appearance, constitute the principal secondary category. Data: PatentsV..."
"fig-innovation-landscape-grant-lag","/chapters/system-patent-count/","PWLineChart","chapter1/patents_per_year.json","Average and median grant lag (time from application filing to patent issuance), 1976–2025, expressed in years. The late-2000s peak coincided with a surge in computing and telecommunications filings."
"fig-filing-vs-grant","/chapters/system-patent-count/","PWLineChart","chapter1/grant_lag.json","Filing-year counts understate recent activity because many applications remain pending. The sharp drop in filing-year counts after 2019 reflects the truncation bias of pending applications, not a decline in filing activity."
"fig-pendency-trend","/chapters/system-patent-count/","PWLineChart","chapter1/grant_lag.json; chapter1/pendency_by_filing_year.json","Pendency is measured from the filing date of the earliest US application in the family. Recent filing years have incomplete data due to pending applications, which is why the series ends at 2022."
"fig-continuation-stacked","/chapters/system-patent-count/","PWAreaChart","chapter1/pendency_by_filing_year.json","Related filings include continuations, divisionals, and continuation-in-part (CIP) applications. The 0% related filing share for 1976–2001 reflects a data limitation: the PatentsView g_us_related_documents table does not capture continuation relat..."
"fig-continuation-share","/chapters/system-patent-count/","PWLineChart","chapter1/pendency_by_filing_year.json","The share is computed only from 2002 onward due to the data limitation noted above. The rapid ascent from 36% to above 95% in under a decade reflects both genuine strategic adoption and the phased availability of related-document data."
"fig-patent-fields-design-trends","/chapters/system-patent-fields/","PWLineChart","chapter2/technology_halflife.json; company/design_patents.json; computed/quality_by_cpc_section.json","The figure displays annual counts of utility and design patents, with design patent share on the right axis. Design patents have exhibited higher growth rates than utility patents since the 2000s, reflecting growth in consumer electronics, automot..."
"fig-patent-fields-cpc-sections","/chapters/system-patent-fields/","PWAreaChart","chapter2/cpc_sections_per_year.json; chapter9/self_citation_by_section.json; company/design_patents.json","Share of utility patents by CPC section (primary classification), 1976-2025. Sections: A=Human Necessities, B=Operations, C=Chemistry, D=Textiles, E=Construction, F=Mechanical, G=Physics, H=Electricity. The stacked area visualization reveals a sus..."
"fig-patent-fields-cpc-class-change","/chapters/system-patent-fields/","PWBarChart","","Percent change in patent counts comparing 2000-2010 to 2015-2025, for CPC classes with at least 100 patents in each period. The fastest-growing classes are concentrated in digital technologies, while the most rapidly declining classes include both..."
"fig-patent-fields-hhi-by-section","/chapters/system-patent-fields/","PWLineChart","chapter10/hhi_by_section.json; chapter2/cpc_class_change.json","The figure displays the Herfindahl-Hirschman Index (HHI) for patent assignees within each CPC section, computed in 5-year periods. Higher values indicate greater concentration. All technology sectors remain well below the 1,500 threshold for moder..."
"fig-patent-fields-diversity-index","/chapters/system-patent-fields/","PWLineChart","chapter10/hhi_by_section.json","1 minus the Herfindahl-Hirschman Index of CPC section concentration, 1976-2025. Higher values indicate more diverse technology output. The index declined substantially as digital technologies concentrated activity, then stabilized after 2009."
"fig-patent-fields-velocity","/chapters/system-patent-fields/","PWLineChart","chapter10/hhi_by_section.json; chapter2/tech_diversity.json; chapter2/technology_halflife.json; chapter7/friction_map.json","The figure presents the annual percentage change in patent grants by WIPO technology sector. All sectors exhibit synchronized responses to macroeconomic conditions, though electrical engineering has demonstrated consistently stronger growth moment..."
"fig-patent-fields-friction-map","/chapters/system-patent-fields/","PWLineChart","","The figure presents the median time from application filing to patent grant, disaggregated by CPC section and 5-year period. Since the mid-2000s, Chemistry (C) and Textiles & Paper (D) patents have exhibited the longest examination durations, with..."
"fig-patent-fields-scurve-maturity","/chapters/system-patent-fields/","PWBarChart","chapter7/friction_map.json","Percentage of estimated carrying capacity (K) reached by each CPC section, based on logistic S-curve fit to cumulative patent counts, 1976-2025. Higher values indicate greater technological maturity as measured by proximity to the estimated satura..."
"fig-patent-fields-citation-lag-by-section","/chapters/system-patent-fields/","PWLineChart","company/design_patents.json","Median citation lag in years by CPC section and decade. Physics (G) and Electricity (H), which encompass computing and electronics, demonstrate consistently shorter lags than Chemistry (C) and Human Necessities (A), reflecting faster innovation cy..."
"fig-patent-fields-citation-decay","/chapters/system-patent-fields/","PWLineChart","","Distribution of forward citations by years after grant, by CPC section. Each line indicates the percentage of a technology area's total citations arriving in each post-grant year. Sections H (Electricity) and G (Physics) exhibit the steepest early..."
"fig-patent-fields-cpc-treemap","/chapters/system-patent-fields/","PWTreemap","chapter2/technology_decay_curves.json","Proportional breakdown of patents by CPC technology class. Each rectangle represents the volume of patents in that class, with colors corresponding to CPC sections. Digital communication and computing dominate section H (Electricity), while organi..."
"fig-patent-fields-claims-by-section","/chapters/system-patent-fields/","PWLineChart","","The figure displays the median claim count by CPC section and decade. Claim counts have increased across all technology areas, with median claims in the high teens by the 2020s. The gap in median claims across CPC sections widened from approximate..."
"fig-patent-fields-quality-by-sector","/chapters/system-patent-fields/","PWLineChart","","The figure displays the average claims per patent by WIPO sector over 5-year periods. Electrical engineering and instruments patents tend to have the most claims in recent decades. Claim counts have increased across all sectors, though the range h..."
"fig-patent-fields-fwd-citations-by-cpc","/chapters/system-patent-fields/","PWLineChart","","Average number of forward citations received per patent, disaggregated by CPC section and year. Early decades show large inter-section variation, with Human Necessities (A) and Fixed Constructions (E) leading. By the 2020s, citation counts converg..."
"fig-patent-fields-originality-by-cpc","/chapters/system-patent-fields/","PWLineChart","","Average originality index per patent by CPC section and year. Originality measures the Herfindahl-based diversity of CPC classes in a patent's backward citations. The near-universal rise from zero in the 1970s to 0.45-0.55 (per CPC section) by the..."
"fig-patent-fields-generality-by-cpc","/chapters/system-patent-fields/","PWLineChart","","Average generality index per patent by CPC section and year. Generality measures the Herfindahl-based diversity of CPC classes in a patent's forward citations. Unlike originality, generality has remained relatively stable over time, indicating tha..."
"fig-patent-fields-scope-by-cpc","/chapters/system-patent-fields/","PWLineChart","","Average number of distinct CPC subclasses assigned to each patent, by CPC section and year. Scope captures the breadth of a patent's technological coverage. The steady increase across all sections reflects more detailed classification practices an..."
"fig-patent-fields-reclass-rate","/chapters/system-patent-fields/","PWBarChart","computed/quality_by_cpc_section.json","Reclassification data only available for patents with both cpc_at_issue and current CPC records (2010s-2020s). The reclassification rate is computed as the share of patents whose primary CPC section at issue differs from the current primary CPC se..."
"fig-patent-fields-reclass-flows","/chapters/system-patent-fields/","PWValueHeatmap","","Heatmap of reclassification flows between CPC sections. Each cell represents the number of patents whose primary CPC section changed from the row section to the column section. The dominant H-to-G flow is consistent with the evolving boundary betw..."
"fig-patent-fields-wipo-sector-shares","/chapters/system-patent-fields/","PWAreaChart","chapter3/cpc_reclassification_by_decade.json; chapter3/cpc_reclassification_flows.json; chapter3/wipo_sector_shares.json","Annual patent counts by WIPO technology sector. Electrical engineering, which encompasses computing, telecommunications, and semiconductors, has grown from a minority share in the 1970s to the dominant sector by the late 1990s, consistent with the..."
"fig-patent-fields-wipo-field-growth","/chapters/system-patent-fields/","PWBarChart","chapter3/wipo_sector_shares.json","Percentage growth in patent counts by WIPO technology field, comparing the early period (1976-1995) to the late period (2006-2025). The fastest-growing fields are concentrated in digital and computing-related technologies, consistent with the stru..."
"fig-patent-law-applications-vs-grants","/chapters/system-patent-law/","PWLineChart","chapter10/applications_vs_grants.json","The figure displays annual filings (by filing date) and grants (by grant date) for utility patents, with the grant-to-application ratio. Only patents that were eventually granted appear in this dataset. The growing gap between applications and gra..."
"fig-alice-event-study","/chapters/system-patent-law/","PWLineChart","chapter10/alice_event_study.json; chapter10/applications_vs_grants.json; chapter6/alice_art_group_indexed.json; chapter6/patent_term_adjustment.json; chapter6/terminal_disclaimer_by_cpc.json; chapter6/terminal_disclaimer_rate.json","Alice Corp. Did Not Halt Software Patent Growth"
"fig-patent-law-alice-indexed","/chapters/system-patent-law/","PWLineChart","chapter10/alice_event_study.json; chapter6/alice_art_group_indexed.json","Patent grant counts indexed to 2013 = 100 for USPTO art groups most affected by Alice Corp. v. CLS Bank (treatment) and unaffected art groups (control). The vertical reference line marks the 2014 Alice decision. Despite the eligibility restriction..."
"fig-patent-law-alice-pendency","/chapters/system-patent-law/","PWLineChart","chapter6/alice_art_group_indexed.json","Median pendency (days from filing to grant) for Alice-affected and control art groups. Both groups experienced declining pendency over the period, but the treatment group declined more steeply, potentially reflecting faster resolution of Section 1..."
"fig-patent-law-td-rate","/chapters/system-patent-law/","PWLineChart","chapter6/terminal_disclaimer_rate.json","Terminal disclaimer rate computed as the percentage of granted patents that include a terminal disclaimer. The rate dropped sharply in the late 1990s (coinciding with the GATT patent term change) before rebounding and rising to record levels in th..."
"fig-patent-law-td-by-cpc","/chapters/system-patent-law/","PWBarChart","chapter6/terminal_disclaimer_rate.json","Terminal disclaimer rates by CPC section. Electricity (H) and Chemistry (C) lead, consistent with the intense patent portfolio strategies employed in semiconductors, telecommunications, and pharmaceuticals. Mechanical engineering fields (B, F) exh..."
"fig-patent-law-pta-over-time","/chapters/system-patent-law/","PWLineChart","chapter6/patent_term_adjustment.json; chapter6/terminal_disclaimer_by_cpc.json","Median PTA in days for granted patents by year. PTA increased substantially through the 2000s as the USPTO backlog grew, peaking at 520 days in 2011. Subsequent reforms and hiring initiatives were followed by a sustained decline, though PTA remain..."
"fig-patent-law-pta-by-cpc","/chapters/system-patent-law/","PWBarChart","chapter6/patent_term_adjustment.json","Median PTA by CPC section. Human Necessities (A), which includes pharmaceuticals and biotechnology, experiences the longest delays at 237 median days, consistent with the complex examination requirements in these domains. Mechanical Engineering (F..."
"fig-innovation-landscape-claims-per-patent","/chapters/system-patent-quality/","PWLineChart","chapter1/claims_per_year.json; chapter2/figures_per_patent.json; chapter2/npl_citations_per_year.json; chapter9/originality_generality.json; chapter9/self_citation_rate.json; company/claims_analysis.json","Average and median number of claims per utility patent, 1976–2025. Median claims crossed above the average around 2014-2015, when the median reached 17 and the average fell to 16.6, marking a structural shift in the claims distribution."
"fig-patent-quality-claims-trends","/chapters/system-patent-quality/","PWLineChart","chapter1/claims_per_year.json","The figure displays the median and 90th percentile claim counts for utility patents by grant year. The gap between median and 90th percentile widened through the mid-2000s (peak gap of 19 in 2005) but has since narrowed substantially to 3 by 2025,..."
"fig-patent-quality-scope","/chapters/system-patent-quality/","PWLineChart","chapter1/claims_per_year.json; chapter9/quality_trends.json","The figure displays the average and median number of distinct CPC subclasses per patent, measuring technological breadth. The steady increase indicates growing convergence of once-separate technology domains, particularly in areas such as IoT, bio..."
"fig-patent-quality-forward-citations","/chapters/system-patent-quality/","PWLineChart","chapter1/claims_per_year.json; chapter9/quality_trends.json","The figure displays average and median forward citations received within 5 years of grant, by grant year (limited to patents through 2020). The persistent gap between average and median reveals a highly skewed distribution, with most patents recei..."
"fig-patent-quality-cohort-system","/chapters/system-patent-quality/","PWLineChart","chapter9/self_citation_rate.json","System-level cohort-normalized citation statistics by year."
"fig-patent-quality-backward-citations","/chapters/system-patent-quality/","PWLineChart","chapter9/originality_generality.json; company/claims_analysis.json","Average and median number of US patent citations per utility patent, by grant year. The widening gap between mean and median indicates a growing right tail of patents with unusually long reference lists."
"fig-patent-quality-self-citation-rate","/chapters/system-patent-quality/","PWLineChart","chapter9/originality_generality.json","The figure displays the average self-citation rate per patent (the fraction of backward citations directed to patents held by the same assignee), by year. Changes in self-citation rates over time may reflect shifts between exploration of new domai..."
"fig-patent-quality-citation-lag","/chapters/system-patent-quality/","PWLineChart","chapter1/claims_per_year.json; chapter9/originality_generality.json; chapter9/quality_trends.json; chapter9/self_citation_rate.json; company/claims_analysis.json; computed/sleeping_beauty_halflife.json","Average and median time (in years) between a cited patent's grant date and the citing patent's grant date. The average citation lag has increased from 3 years in the early 1980s to 16 years in the most recent period."
"fig-patent-quality-originality-generality","/chapters/system-patent-quality/","PWLineChart","chapter6/citations_per_year.json; computed/sleeping_beauty_halflife.json","The figure displays average originality (1 minus the HHI of backward citation CPC sections) and generality (1 minus the HHI of forward citation CPC sections) by year. Higher values indicate greater diversity. Originality has increased over time, r..."
"fig-patent-quality-orig-gen-filtered","/chapters/system-patent-quality/","PWLineChart","computed/sleeping_beauty_halflife.json","Originality and generality at three citation thresholds. Filtering to patents with ≥5 or ≥10 backward/forward citations changes the level substantially but preserves temporal trends."
"fig-sleeping-beauty-halflife","/chapters/system-patent-quality/","PWScatterChart","computed/originality_generality_filtered.json","Slow Fields Have More Sleeping Beauties"
"fig-npl-citations-trend","/chapters/system-patent-quality/","PWLineChart","chapter2/npl_citations_per_year.json","NPL citations include references to scientific journals, conference papers, and technical reports. The sustained rise indicates an increasingly science-intensive patent system."
"fig-npl-citations-by-cpc","/chapters/system-patent-quality/","PWBarChart","chapter2/npl_citations_per_year.json","NPL citation intensity varies substantially by technology field. Chemistry (C) and Human Necessities (A) -- which include pharmaceuticals and biotechnology -- cite the scientific literature most heavily, reflecting the tight science-invention link..."
"fig-foreign-citation-share","/chapters/system-patent-quality/","PWLineChart","chapter2/foreign_citation_share.json; chapter2/npl_citations_by_cpc.json","Foreign citation share is computed as the average across patents of the ratio of foreign patent citations to total patent citations (US + foreign). The steady rise reflects both the growing volume of non-US patent filings and the increasing access..."
"fig-figures-per-patent","/chapters/system-patent-quality/","PWLineChart","chapter2/figures_per_patent.json; chapter2/foreign_citation_share.json","Figure counts include all drawings, diagrams, charts, and illustrations in the patent document. The steady increase reflects growing technical complexity and the adoption of more elaborate patent drafting practices."
"fig-figures-by-cpc","/chapters/system-patent-quality/","PWBarChart","chapter2/figures_per_patent.json","CPC Section A (Human Necessities) includes pharmaceuticals, biotechnology, and medical devices, which require extensive illustrations of molecular structures, anatomical diagrams, and device configurations."
"fig-innovation-landscape-gov-funded","/chapters/system-public-investment/","PWLineChart","chapter1/gov_agency_breadth_depth.json; chapter1/gov_impact_comparison.json; chapter6/gov_funded_per_year.json","Number of utility patents acknowledging government funding interest, by year. A marked increase is evident after the 1980 Bayh-Dole Act, which permitted universities and small businesses to retain patent rights on federally funded inventions."
"fig-innovation-landscape-gov-agencies","/chapters/system-public-investment/","PWBarChart","chapter6/gov_agencies.json; chapter6/gov_funded_per_year.json","Federal agencies ranked by total number of associated patents (all time). The Department of Health and Human Services/NIH, Department of Defense, and Department of Energy account for the largest share of government-interest patents."
"fig-gov-agency-field-matrix","/chapters/system-public-investment/","PWValueHeatmap","chapter6/gov_funded_per_year.json","Heatmap of government-interest patent counts by federal agency and CPC section. Darker cells indicate higher patent concentrations, revealing each agency's technology field specialization."
"fig-gov-agency-breadth-depth","/chapters/system-public-investment/","ScatterChart (Recharts)","","Scatter plot of agency breadth (Shannon entropy across CPC sections) versus depth (mean cohort-normalized 5-year forward citations). Bubble size is proportional to total patent count. Agencies with broader portfolios may trade off citation impact ..."
